phrase 1	phrase 1 clean	phrase 2	phrase 2 clean	side to be replaced	SST replacement 1	SST replacement 2	SST replacement 3	SST replacement 4
The problems and characters it reveals	the problems and characters it reveals	are universal and involving	are universal and involving	right	are utterly convincing	are good for a laugh	make it strangely magnetic	can be fertile sources of humor
The film 's almost unbearable portrait	the film's almost unbearable portrait	of sadness and grief	of sadness and grief	left	the predictable plot	a cruel story	the wasted potential	mainstream foreign mush
The film 's almost unbearable portrait	the film's almost unbearable portrait	of sadness and grief	of sadness and grief	right	of unsettling atmospherics	of tabloid journalism	of canned humor	of awkward emotions
an original and highly cerebral examination	an original and highly cerebral examination	of the psychopathic mind	of the psychopathic mind	left	the insight and honesty	a convincing impersonation	a pointed little chiller	a funny yet dark and seedy clash
an original and highly cerebral examination	an original and highly cerebral examination	of the psychopathic mind	of the psychopathic mind	right	of real life	of nuclear terrorism	of holiday movies	of a thriller
her raw performance and utter fearlessness	her raw performance and utter fearlessness	make it strangely magnetic	make it strangely magnetic	left	these engaging mixes	the film's easygoing blends	the preteen girls	the wonderful tales
her raw performance and utter fearlessness	her raw performance and utter fearlessness	make it strangely magnetic	make it strangely magnetic	right	should inspire reaction in its audience	can be fertile sources of humor	may pick up new admirers	were actually surprising
the kind of movie	the kind of movie	that entertains even as it turns maddeningly predictable	that entertains even as it turns maddeningly predictable	left	the dry wit	that greasy little vidgame pit	the frightening seductiveness	the overall feel of the film
the kind of movie	the kind of movie	that entertains even as it turns maddeningly predictable	that entertains even as it turns maddeningly predictable	right	that earns its moments of pathos	that resonate with profundity	that allows the suit to come to life	that frustrates and captivates
a dangerous political situation	a dangerous political situation	on the verge of coming to a head	on the verge of coming to a head	left	the film's scenario	the whole damned thing	a dualistic battle	a literary detective story
a dangerous political situation	a dangerous political situation	on the verge of coming to a head	on the verge of coming to a head	right	of a particular theatrical family	of gigantic proportions	in a movie	in the arguments of competing lawyers
the testimony of witnesses	the testimony of witnesses	lends the film a resonant undertone of tragedy	lends the film a resonant undertone of tragedy	left	a certain part	the visuals and eccentricities	the moral dilemma	the movie's fragmentary narrative style
the testimony of witnesses	the testimony of witnesses	lends the film a resonant undertone of tragedy	lends the film a resonant undertone of tragedy	right	doesn't just slip	is pushed to one side	done in an artless sytle	is just what you get
the message of our close ties with animals	the message of our close ties with animals	can certainly not be emphasized enough	can certainly not be emphasized enough	left	the imagined glory	the film's messages	its electronic expression	the same ideas
the message of our close ties with animals	the message of our close ties with animals	can certainly not be emphasized enough	can certainly not be emphasized enough	right	doesn't just slip	keeps happening over and over again	would be an understatement	should be measured
an odd but ultimately satisfying blend	an odd but ultimately satisfying blend	of the sophomoric and the sublime	of the sophomoric and the sublime	left	an earnest debut	a serious exploration	the depth and breadth	the fierce grandeur
an odd but ultimately satisfying blend	an odd but ultimately satisfying blend	of the sophomoric and the sublime	of the sophomoric and the sublime	right	of character and mood	of manners and misanthropy	about the difference between human and android life	of their work
a breathtakingly assured and stylish work	a breathtakingly assured and stylish work	of spare dialogue and acute expressiveness	of spare dialogue and acute expressiveness	left	the most visually stunning and thematically moving epics	a stunning lyrical work	an absolute delight	a superb performance
